PK_TEMPO;DIA;MES;ANO
3f6b50b29d6d03369a909f242c6a3dea5a8ff83eceb5c838732dab5d6e472c96;03;07;2017
ad9093e83805167cbdf35f9c40aa4aec26dd2cea72566f1fc4b05340b5a8a8b7;09;01;2018
bd941d4c3c87de94423bceba54f6b02f7f8aa6e3c5d58c709083c7d89cb335e4;15;03;2017
ee1ac0718493b9c2c919292f4056c2204aba0eb4187b9c08400f45a5ceccd544;06;12;2017
53974b6df6a5f3cb8eb28bd8148ea197098a244e0676eb1353bd2685c85a9f79;08;09;2018
abd28a51060ea7d2711fdb2de01145ec5be728a585e988a3c7e813c8bcab9166;31;07;2017
0a433687d8bb32892caf311c1c10bf86f533414db568cd5e674b25e82ccf63fe;11;08;2018
788534e55205b4ecab95c2e73479ef69c068692f2156fc5f5b744e359a8f9bb7;10;08;2017
1e59e2c021a7ac99658e10662887b64caff783646ef3ce97203fdfbc6b2ec694;09;02;2018
e64a0f5ef1733b55517a092fdc3a8cde71572a3acb3bcb709cbe122b068ddcdf;27;06;2017
b4ee2442b49b8bcfbd7105122d1fe6a837e89fffe3f6cece9005692e6d76467e;20;04;2018
fa892a98f58062cce8fc42dd70f82c40dae38d8470b6dbdb7b6fd2ccfd70ffc5;18;02;2019
5eecb9ab458fbd1fab5936618968762f523e41c182d89a16ced0de7099991306;05;07;2017
f58c709b4ce5774903d803ada4a75787998ec25e60a367055c7876ad9ee9391a;02;02;2017
afa52d71d1ab99000bb6fd5760c5628d5651918c8c60fcef5b40e7d56c83a0d2;09;11;2018
b7f2ba2dda4d918509c200e11bacaf4785ecdba9ff3bfb0a470173fe1fe7d14d;23;08;2017
65b705b8d4ed6ab47af1d69253bcd56028714fa2421bd7dc6357524264d9a393;14;12;2018
632b9f227ac4bce7ef5f159c5bfd66a59bfbe07a578813efcf4bb5f8a3ed5553;21;07;2017
4abb9133046b6c6fd7f3e21bc912300c6af9fae43780652964c393c79710f13d;31;08;2017
6c111ea899cf63694ca31a76c13e0e42c12e747394c7c82f97d2fcfcdc428fbf;29;07;2018
d03771c57d889b94f3f0a1657a39d7cb5fa2bc2ef9d818e9c045c6e9fc64cf6b;23;02;2017
6eab8675f8d3f588b5276ec59f179793eb9580332f2146d1288cf2127bac8e53;17;07;2017
551bfcb8b6c5058a0a79797f7c57729386167fce1da37ef5a379b0c08ef7ef7b;25;01;2017
7713f8bbbf38b61cb8ce90a844962b06e8e92f580a3af79ac802f0bbe7e3cf23;25;03;2018
5f0ad4634bbfec4365b5aaaad4e59a0e63844918d8b9597dfb752688756fd55f;10;03;2018
e8a29ba269e8fad639915d2009ca9343c1e7d67bca8b179812cfaa01488402c1;17;02;2018
7c37e1f0ce9b194c65c2f5dc250e546afdbd3d25015bda44373bd51621fde03b;21;09;2018
ccf1843704af0d5cec4a9321c38762f82de46101fd81d9f3ebca945a472bb3ee;15;06;2017
c8f2f8514f1dc62036cc44e022cd01b3c34c93cc1f7e0147d4dbbdfbc2a3a5bf;05;05;2018
e5bf15a59bdb4bca4115b41050845bdde78fb1c144e719e02e9f028cd157912b;17;05;2018
e62f890e1190d94a0b5c835a019f205f03ab556f7a13f8f32dbc2b502fae121c;03;08;2017
396c047a4cc23d6d7a1f44c7055046ee0ad38369f45bdb0d2f415aa9a7ac0787;10;02;2019
ff1090b14e1df4bd07283f21b5714abf1506b925253b6e68e8547cd377fc4961;29;01;2018
572a173f2833ca134e7f20cd2ab81b329006a9b5e6ed12a1bf634e8679bb3547;17;11;2018
6030cbcc8e2f08044052319ef33ab7aeaba99787ec5aa3d3301844290a4fb8db;07;01;2018
5ad99e1a55e6d98c0b7aee0e31e4936cb61e7d04707b5b76d227e2bace0217a8;20;04;2017
0d859c2f4890c125a18c7e83e32e95fb17d045b95c6b8fa0beac3cdada384159;04;11;2018
76f23540200a1e409f90607b93aa5cff8f68eb739bfe2c204878f58e8c82635a;27;03;2017
ba7e699081bd81a37ba0df430c0a1a0507092fc129f30765a80e8c77e54900b3;03;12;2018
7eca4dca3d4f7436f9325dd008d2c8f6c1b72b1d2a6f7e7920b23fa6b883e6ab;06;08;2018
